id,title,description,availability,condition,price,link,image_link,brand,google_product_category,fb_product_category,quantity_to_sell_on_facebook,sale_price,sale_price_effective_date,item_group_id,gender,color,size,age_group,material,pattern,shipping,shipping_weight,offer_disclaimer,offer_disclaimer_url,video[0].url,video[0].tag[0],gtin,product_tags[0],product_tags[1],style[0],additional_image_link
18516,Necessaire em Poliéster Impermeável,"Nécessaire impermeável de poliéster com detalhes em couro sintético e parte interna com revestimento emborrachado, possui um “botão” no detalhe do...",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/necessaire-em-poliester-impermeavel-18516-vm-mar,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18516/18516_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18516/18516_2.jpg
18650,Necessaire em PU,Nécessaire de poliuretano resistente à água.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/necessaire-em-pu-18650-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18650/18650_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18650/18650_2.jpg
18928,Kit Viagem 10 Peças,"Este kit viagem oferece organização e praticidade em 10 peças essenciais para armazenar e aplicar produtos de higiene e beleza. Com frascos produzidos em PET, o kit contém 1 frasco spray de 60ml, 1 frasco com tampa rosqueável de 60ml, 1 frasco pump de 60ml com trava, 3 potinhos de 8ml, espátula, funil, escova de cabelo e pente 2 em 1 e uma esponja de nylon com alça, ideal para uso com sabonete líquido, deixando a pele mais suave e macia. Todas as peças vêm acomodadas em um estojo de PVC com alça, garantindo fácil transporte e um cuidado ideal para viagens ou eventos longe de casa.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-viagem-10-pecas-18928-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18928-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-viagem,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18928-2-v1.jpg
18874,Kit Pincel Maquiagem 5 Peças,"Tudo o que você precisa para uma maquiagem perfeita! Com estojo prático em plástico com trava, espelho e 5 pincéis, é possível se maquiar a qualquer hora e lugar. Cada pincel tem uma função: o de corretivo para suavizar imperfeições, o de esfumar para um olhar natural, e o de batom para aplicação precisa. Esse kit é perfeito para deixar a beleza sempre em dia.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-pincel-5-pecas-18874-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18874-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kits,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18874-2-v1.jpg
18724,Kit Manicure 16 Peças,"Kit manicure 16 peças em estojo de couro sintético estilo envelope, contém: tesoura, alicate de cutícula, pinça, 3 cortadores de unha, lixa, 2 bisturis, raspador, empurrador de cutícula, removedor de cutícula, espátula dupla para limpeza das unhas, limpador de ouvido, palito de unha e espátula para ouvido.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-manicure-16-pecas-18724-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18724-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kit-manicure,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18724-2-v1.jpg
05044,Guarda-Chuva Automático,"Guarda-chuva automático de nylon com impacto impermeável e proteção UV, tecido interno em vinil. Com estrutura em aço e 8 varetas em fibra de vidro, possui pegador plástico com botão de ação e alça de nylon. Acompanha capa protetora.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-automatico-05044-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05044-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05044-2-v1.jpg
02075,Guarda-Chuva Manual,"Guarda-chuva com tecido de nylon e abertura automática, basta acionar o botão inferior.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-02075-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/02075/02075_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/02075/02075_2.jpg
05086,Guarda-Chuva c/ Proteção UV,"Guarda-chuva de poliéster com abertura automática, estrutura em aço e 16 varetas em fibra de vidro. Possui pegador em couro sintético com botão de acionamento.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-automatico-05086-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05086-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/05086-2-v1.jpg
05198,Guarda-Chuva Manual (linha 05198),"Guarda-chuva manual de tecido em nylon. Possui 7 varetas e estrutura em aço, pegador, botão de abertura e alça de nylon. Acompanha capa protetora.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-manual-05198-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05198/05198_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05198/05198_2.jpg
09249,Guarda-Chuva Automático (linha 09249),Guarda-chuva em poliéster de impacto impermeável com abertura automática por botão em plástico.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-automatico-09249-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09249/09249_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09249/09249_2.jpg
05045,Guarda-Chuva Manual com Proteção UV (linha 05045),"Guarda-chuva manual de nylon com proteção UV, tecido interno em vinil.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-manual-com-protecao-uv-05045-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05045/05045_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05045/05045_2.jpg
05046,Guarda-Chuva (linha 05046),"Guarda-chuva de poliéster de impacto impermeável com abertura automática, estrutura em aço e 8 varetas em fibra de vidro.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/guarda-chuva-05046-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05046/05046_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,guarda-chuvas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/05046/05046_2.jpg
08295,Kit Xícara + Pires Cerâmica,"Um kit com seis xícaras em estilo clássico para servir uma bebida quente de um jeito especial. Com capacidade máxima de 100ml, cada uma delas é feita em vidro borossilicato, matéria-prima conhecida por sua durabilidade e resistência, o que as transformam em opções excelentes para tomar aquela dose de café ou chá a qualquer hora do dia.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/kit-xicaras-de-vidro-6-pecas-08295-tra,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/08295-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,kits,,,
07392,Caneca Inox 180 ml c/ Tampa,Caneca de inox 180ml com cabo e tampa em plástico resistente (não é térmica).,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/caneca-inox-180ml-c-tampa-07392-ino,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/07392-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,canecas,,,
14724P,Copo Térmico 350 ml p/ Café,"Copo térmico de inox 350ml com parede dupla, parte inferior com borracha antideslizante e tampa rosqueável com abertura de bocal.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/copos,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/14724P-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,copos,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/14724P-2-v1.jpg
14724,Copo Térmico 500 ml p/ Café,"Copo térmico de inox 500ml com parede dupla, parte inferior com borracha antideslizante e tampa rosqueável com abertura de bocal.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/copo-termico-500ml-p-cafe-14724-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/89921361-1878-4065-ad55-9f5d00f57d93.png,Gift Web,,,999,,,,,,,,,,,,,,,,,copos-cafe-cerveja,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14724/14724_2.jpg
01810,Mouse Pad c/ Almofada,Mouse Pad ergonômico de neoprene com apoio de silicone para o punho. Parte inferior revestida com silicone antiderrapante.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mouse-pad-ergonomico-01810-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01810-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mouse-pads,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01810-2-v1.jpg
03007,Mouse Pad Ergonômico,"O mouse pad ergonômico ideal para deixar a rotina diária mais confortável. Feito em Neoprene, que proporciona fácil deslizar do mouse sobre ele, também conta com um apoio de espuma para o punho que ajuda a prevenir possíveis lesões por esforço repetitivo ao longo de uma rotina prolongada trabalho ou estudos. Sua base possui textura antiderrapante para proporcionar o uso muito mais estável do mouse pad em superfícies planas.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mouse-pad-ergonomico-03007-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/03007-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mouse-pads,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/03007-2-v1.jpg
01955,Chaveiro Metal Retangular,"Chaveiro de metal retangular com chapa central, verso liso.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/chaveiro-metal-retangular-01955-pra,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01955-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,chaveiros,,,
04070,Caneca Térmica Chopp 700 ml,"Caneca térmica de inox com pegador plástico, capacidade de 700ml.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/caneca-termica-700ml-04070-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/8904b61f-a6da-48a9-bdf0-f524e0357b55.png,Gift Web,,,999,,,,,,,,,,,,,,,,,copos-cafe-cerveja,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/04070/04070_2.jpg
18912,Caneca Térmica Inox 300 ml,A companheira perfeita para manter bebidas na temperatura ideal por mais tempo.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/caneca-termica-inox-300ml-18912-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18912/18912_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,copos-cafe-cerveja,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18912/18912_2.jpg
04081,Caneca Térmica 350 ml,"Caneca térmica de inox com capacidade de 350ml, material livre de BPA. Contém tampa acrílica com bocal e trava de segurança.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/caneca-termica-350ml-04081-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/04081-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,canecas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/04081-2-v1.jpg
06033,"Garrafa Quencher 1,2 L","Caneca térmica com capacidade de 1,2 litros feita em inox 304 com parede dupla, contém tampa acrílica rosqueável com acesso para canudo e pegador plástico.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/caneca-termica-1-2l-06033-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/06033/06033_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,copos-cafe-cerveja,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/06033/06033_2.jpg
14794,Garrafa LED Termômetro 500 ml,"Garrafa térmica de parede dupla em inox, capacidade de 400ml. Tampa com display touch screen de temperatura em led, acompanha infusor de bebidas.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-400ml-c-termometro-14794-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14794/14794_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14794/14794_2.jpg
04098B,Garrafa Flip 650 ml,Beba com qualidade e na temperatura perfeita.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/garrafas-termicas,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/04098B/04098B_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/04098B/04098B_2.jpg
08196,Garrafa Térmica Inox 750 ml (Pacco / 850ml),Garrafa térmica feita em inox com pintura eletrostática e capacidade de até 750ml.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-inox-750ml-08196-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08196/08196_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08196/08196_2.jpg
KIT18639,Kit Garrafa Térmica + Xícara,Kit Garrafa Térmica + Xícara — Garrafas Térmicas Inox,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/garrafas-termicas,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/KIT18639-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-termicas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/KIT18639-2-v1.jpg
18704,Garrafa Térmica 1 Litro,"Garrafa térmica com infusor de bebidas, feita em inox 304 com capacidade de 1 litro. Contém base antiderrapante e alça de silicone acoplada na tampa.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-1-litro-18704-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18704-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-termicas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18704-2-v1.jpg
18855,Garrafa Térmica Inox 850 ml,"Chega de preocupações ao consumir suas bebidas! Nossa garrafa térmica de 850 ml, feita em inox, foi projetada para trazer mais praticidade ao seu dia a dia. Com uma trava embutida na tampa, ela se mantém fixa durante o uso, evitando o incômodo de acidentes ? como a tampa que bate no rosto enquanto você bebe. Uma solução inteligente para quem busca conforto e eficiência!",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-inox-850ml-18855-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18855-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-termicas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18855-2-v1.jpg
18518,Garrafa Térmica 780 ml,"Garrafa térmica 780ml em inox de alta qualidade. Possui tampa rosqueável com detalhe superior em relevo, pode ser utilizada com líquidos quentes ou frios. Observação: não colocar no fogão ou micro-ondas.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-780-ml-18518-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18518-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-termicas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18518-2-v1.jpg
08331,Garrafa Térmica Inox 500ml,Garrafa térmica em inox com capacidade de até 500ml.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-termica-com-tampa-inox-500ml-08331-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08331/08331_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/08331/08331_2.jpg
18726I,Garrafa Inox 800 ml,Garrafa Inox 800 ml — Garrafas e Squeezes de Inox,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/garrafas-inox-aluminio,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18726I-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-inox-aluminio,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18726I-2-v1.jpg
18552,Garrafa Inox 750 ml,Uma garrafa inox com formato minimalista e capacidade de até 750ml. Sua tampa conta com uma alça de nylon embutida para transporte.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-inox-750ml-18552-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18552-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-inox-aluminio,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/18552-2-v1.jpg
17011F,Garrafa 750 ml Inox Tampa Prata,Garrafa 750ml em inox com tampa rosqueável e pintura fosca. Obs.: Não é um modelo térmico.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/garrafas-inox-aluminio,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/17011F/17011F_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/17011F/17011F_2.jpg
9139I,Squeeze Inox 500ml c/ Bico e Mosquetão,"Squeeze 500ml de inox com pintura metalizada, tampa rosqueável e acompanha um segundo bico com mosquetão (não é térmico).",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/garrafas-inox-aluminio,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/9139i/9139i_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/9139i/9139i_2.jpg
12487F,Squeeze Alumínio Fosco 650 ml,Squeeze em alumínio com capacidade máxima de 650ml.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/garrafas-inox-aluminio,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/12487F/12487F_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/12487F/12487F_2.jpg
18695,Garrafa Plástica 600 ml,Garrafa com estrutura leve em plástico e capacidade para até 600ml. Possui tampa rosqueável de alumínio com alça embutida em nylon para transporte.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-plastica-600ml-18695-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18695/18695_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/18695/18695_2.jpg
sem-sku-copo-long-neck-3-em-1-420-ml,Copo Long Neck 3 em 1 420 ml,Copo Long Neck 3 em 1 420 ml — Squeezes de Alumínio e Plásticos,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produtos,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/sem-sku-copo-long-neck-3-em-1-420-ml-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/sem-sku-copo-long-neck-3-em-1-420-ml-2-v1.jpg
09138,Squeeze Alumínio 420 ml c/ Mosquetão,Squeeze em alumínio com capacidade máxima de 420ml. Possui acabamento brilhante e tampa rosqueável em plástico com alça fixa. Acompanha mosquetão metálico com argola para chaveiro.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/squeeze-aluminio-420ml-09138-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/09138-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-inox-aluminio,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/09138-2-v1.jpg
07047,Garrafa Alumínio 630 ml,Garrafa em alumínio com capacidade máxima de 630ml. Possui acabamento fosco com brilho de efeito cintilante e revestimento plástico no bocal. Conta com tampa rosqueável em plástico com alça fixa. Obs.: As cores laranja e branca contam com acabamento fosco sem brilho.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-aluminio-630ml-07047-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/07047-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-inox-aluminio,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/07047-2-v1.jpg
09072,Squeeze Plástico 500ml Bic Plastic,"Squeeze 500ml de plástico resistente, possui detalhe em relevo na parte superior e tampa de bico(plástico) rosqueável.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/squeeze-plastico-500ml-bic-plastic-09072-bco-vd,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09072/09072_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/09072/09072_2.jpg
14737,Garrafa Plástica 700ml,"Garrafa plástica com capacidade de 700ml, possui uma tampa rosqueável.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/garrafa-plastica-700ml-14737-bco,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14737/14737_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,garrafas-agua,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/14737/14737_2.jpg
01320,Mochila USB 20 L,"Mochila de nylon 20 litros com três compartimentos, sendo o principal com bolso para notebook 15,6.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mochila-de-nylon-usb-20l-01320-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/01320/01320_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/01320/01320_2.jpg
01901B,Mochila Couro Sintético USB 22 L,"Mochila em couro sintético 22 litros resistente à água com cinco compartimentos, sendo o principal com bolso para notebook 156. Com divisórias internas para acessórios, a mochila possui suporte externo usb, alça para encaixe em malas de viagem e duas alças de mãos, sendo uma delas lateral para o transporte da mochila no modo pasta.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/categoria/mochilas-e-sacochilas,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01901B-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-e-sacochilas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/01901B-2-v1.jpg
02066,Mochila Nylon/Poliéster 28 L,"Mochila de nylon 30 litros com quatro compartimentos, sendo o principal com bolso para notebook 15,6. A mochila possui bolsos laterais em malha, duas alças de mãos e área costada com revestimento espumado.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mochila-nylon-poliester-02066-pre,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/02066-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-e-sacochilas,,,
03034,Mochila de Nylon USB 21 L (linha superior),"Mochila de nylon 21 litros com dois compartimentos, sendo o principal com bolso para notebook 15,6. Com divisórias internas para acessórios, a mochila possui bolsos laterais, suporte externo usb, duas alças de mãos e alça para engate em malas de viagem.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mochila-de-nylon-usb-21l-03034-azu-cin,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/03034-1-v1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-e-sacochilas,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/catalogo-meta/03034-2-v1.jpg
04508,Mochila Nylon 22L,"Mochila de Nylon 18 litros com dois compartimentos, sendo principal com bolso raso para notebook 15.6. Contém bolsos laterais telados.",in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mochila-nylon-18l-04508-azc,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/04508/04508_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/04508/04508_2.jpg
11329,Mochila de Nylon USB 17L,Mochila em nylon com capacidade máxima de até 17 litros.,in stock,new,100.00 BRL,https://giftwebbrindes.com.br/produto/mochila-de-nylon-usb-17l-11329-vm,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11329/11329_1.jpg,Gift Web,,,999,,,,,,,,,,,,,,,,,mochilas-bolsa-necessaire,,,https://ozkbfxvouxgsdthnweyr.supabase.co/storage/v1/object/public/site-images/topprodutos/11329/11329_2.jpg
